GlobalID,ElementName,AltName,Definition,Format,HasOptionSet,UsageNotes,URL,Version,TermID,ChangedInThisVersionInd,ChangeNotes,TechnicalName,TableName,Domain
111,Federal School Code,," A unique code assigned by the U.S. Department of Education to schools participating in the Title IV Federal Student Aid programs.  Persons enter these codes in the Free Application for Federal Student Aid (FAFSA) to indicate which postsecondary schools they want to receive their financial aid application results.",Alphanumeric - exactly 6 characters in length,FALSE,,https://ceds.ed.gov/CEDSElementDetails.aspx?TermId=19111,10,19111,,,FederalSchoolCode,,
112,Financial Aid Award Amount,,The amount of financial aid awarded to a person for the term/year.,Numeric - up to 2 digits after decimal place,FALSE,Linked to financial aid award type.   &lt;BR/&gt;Note:  For any given individual this cluster of fields may be repeated multiple times.,https://ceds.ed.gov/CEDSElementDetails.aspx?TermId=19112,10,19112,,,FinancialAidAwardAmount,,
113,Financial Aid Award Type,,The classification of financial aid awarded to a person for the academic term/year.,,TRUE,Linked to financial aid type.&lt;BR/&gt;Note:  For any given individual this cluster of fields may be repeated multiple times.,https://ceds.ed.gov/CEDSElementDetails.aspx?TermId=19113,10,19113,,,FinancialAidAwardType,,
115,First Name,,The full legal first name given to a person at birth," baptism"," or through legal change.",Alphanumeric - 75 characters maximum,FALSE,Workforce Note: To collect data on workforce program participation," a data match will have to be negotiated between state agencies.  The data match makes use of name"," social security number"," gender and ethnicity data.",FirstName,,
117,First Time Postsecondary Student,,A person who has no prior postsecondary experience  attending any institution for the first time at the undergraduate level since completing high school (or its equivalent). This includes persons enrolled in academic or occupational programs. It also includes persons enrolled in the fall term who attended college for the first time in the prior summer term," and persons who entered with advanced standing (college credits earned before graduation from high school).",,TRUE,,https://ceds.ed.gov/CEDSElementDetails.aspx?TermId=19117,10,19117,,FirstTimePostsecondaryStudent,,
118,Staff Full Time Equivalency,Staff FTE,The ratio between the hours of work expected in a position and the hours of work normally expected in a full-time position in the same setting.,Numeric - between 0 and 1," up to 2 digits",FALSE,,https://ceds.ed.gov/CEDSElementDetails.aspx?TermId=19118,10,19118,Updated,StaffFullTimeEquivalency,,
120,GED Preparation Program Participation Status,,An indication that a student aged 16-19 participates in a General Educational Development (GED) preparation program.,,TRUE,,https://ceds.ed.gov/CEDSElementDetails.aspx?TermId=19120,10,19120,,,GEDPreparationProgramParticipationStatus,,
121,Generation Code or Suffix,,An appendage," if any"," used to denote a person's generation in his family (e.g."," Jr."," Sr."," III).",Alphanumeric - 10 characters maximum,FALSE,Workforce &lt;BR/&gt;Note: To collect data on workforce program participation,GenerationCodeOrSuffix,,
122,Gifted and Talented Indicator,,An indication that the student is participating in and served by a Gifted/Talented program.,,TRUE,,https://ceds.ed.gov/CEDSElementDetails.aspx?TermId=19122,10,19122,,,GiftedAndTalentedIndicator,,
123,Grade Point Average Weighted Indicator,GPA Weighted Indicator,An indication of whether the reported Grade Point Average is weighted or unweighted.,,TRUE,,https://ceds.ed.gov/CEDSElementDetails.aspx?TermId=19123,10,19123,,,GPAWeightedIndicator,,
124,Student Course Section Grade Earned,,A final indicator of student performance in a course section as submitted by the instructor.,Alphanumeric - 15 characters maximum,FALSE,,https://ceds.ed.gov/CEDSElementDetails.aspx?TermId=19124,10,19124,,,StudentCourseSectionGradeEarned,,
125,Grade Level When Course Taken,,Student's grade level at time of course.,,TRUE,,https://ceds.ed.gov/CEDSElementDetails.aspx?TermId=19125,10,19125,,,GradeLevelWhenCourseTaken,,
126,Grade Level When Assessed,,The grade or developmental level of a student when assessed.,,TRUE,,https://ceds.ed.gov/CEDSElementDetails.aspx?TermId=19126,10,19126,,,GradeLevelWhenAssessed,,
127,Grade Point Average,,"The value of the total quality points divided by the Credit Hours for Grade Point Average. ",Numeric - up to 4 digits after decimal place,FALSE,,https://ceds.ed.gov/CEDSElementDetails.aspx?TermId=19127,10,19127,,,GradePointAverage,,
128,Grade Point Average Cumulative,GPA - Cumulative,A measure of average performance in all courses taken by a person during his or her school career as determined for record-keeping purposes. This is obtained by dividing the total grade points received by the total number of credits attempted. This usually includes grade points received and credits attempted in his or her current school as well as those transferred from schools in which the person was previously enrolled.,Numeric - up to 4 digits after decimal place,FALSE,Related Connection; linked to Grade Point Average Weighted Indicator," High School Percentile"," High School Rank"," and Size of High School Graduating Class",https://ceds.ed.gov/CEDSElementDetails.aspx?TermId=19128,10,GPACumulative,,
129,Grade Point Average Given Session,GPA - Given Session,A measure of average performance in all courses taken by a person during a given session. This is obtained by dividing the total grade points received by the number of credits attempted for the same session.,Numeric - up to 4 digits after decimal place,FALSE,,https://ceds.ed.gov/CEDSElementDetails.aspx?TermId=19129,10,19129,,,GPAGivenSession,,
130,Grade Points Earned Cumulative,,The cumulative number of grade points a person earns by successfully completing courses or examinations during his or her enrollment in the current school as well as those transferred from schools in which the person had been previously enrolled.,Numeric - up to 2 digits after decimal place,FALSE,,https://ceds.ed.gov/CEDSElementDetails.aspx?TermId=19130,10,19130,,,GradePointsEarnedCumulative,,
131,Grades Offered,,The specific grade or combination of grades offered by an education institution.,,TRUE,,https://ceds.ed.gov/CEDSElementDetails.aspx?TermId=19131,10,19131,,,GradesOffered,,
132,Graduation Rate Survey Cohort Year,,The academic year in which a student entered as part of the GRS cohort.,YYYY,FALSE,,https://ceds.ed.gov/CEDSElementDetails.aspx?TermId=19132,10,19132,,,GraduationRateSurveyCohortYear,,
133,Graduation Rate Survey Indicator,,An indication of whether or not the student is in a GRS cohort; meaning the student began as a first-time," full-time"," degree seeking student in the fall of a given year.",,TRUE,,https://ceds.ed.gov/CEDSElementDetails.aspx?TermId=19133,10,19133,GraduationRateSurveyIndicator,,
134,Gun Free Schools Act Reporting Status,,An indication of whether the school or local education agency (LEA) submitted a Gun-Free Schools Act (GFSA) of 1994 report to the state," as defined by Title 18"," Section 921.",,TRUE,,https://ceds.ed.gov/CEDSElementDetails.aspx?TermId=19134,10,19134,GunFreeSchoolsActReportingStatus,,
135,Harassment or Bullying Policy Status,,An indication of whether the education unit has adopted written policy prohibiting harassment and bullying on the basis of a civil rights law.,,TRUE,,https://ceds.ed.gov/CEDSElementDetails.aspx?TermId=19135,10,19135,,,HarassmentOrBullyingPolicyStatus,,
136,Staff Compensation Health Benefits,,Contributions made by the school district," municipal"," state"," federal and other government agencies for the teacher's or early learning provider's health insurance"," prorated to the specific school or local provider agency indicated on the record"," not including contributions made by the teacher or early learning provider.",Numeric - up to 2 digits after decimal place,FALSE,,StaffCompensationHealthBenefits,,
137,High School Course Requirement,,An indication that this course credit is required for a high school diploma.,,TRUE,,https://ceds.ed.gov/CEDSElementDetails.aspx?TermId=19137,10,19137,,,HighSchoolCourseRequirement,,
138,High School Diploma Type,,The type of diploma/credential that is awarded to a person in recognition of his/her completion of the curricular requirements.,,TRUE,"Use ""Other Diploma"" instead of ""Other"" option.",https://ceds.ed.gov/CEDSElementDetails.aspx?TermId=19138,10,19138,,,HighSchoolDiplomaType,,
140,High School Graduation Rate Indicator Status,,An indication of whether the school or district met the High School Graduation Rate requirement in accordance with state definition for the purposes of determining AYP.,,TRUE,,https://ceds.ed.gov/CEDSElementDetails.aspx?TermId=19140,10,19140,,,HighSchoolGraduationRateIndicatorStatus,,
141,Highest Level of Education Completed,,The extent of formal instruction a person has received (e.g.," the highest grade in school completed or its equivalent or the highest degree received).",,TRUE,,https://ceds.ed.gov/CEDSElementDetails.aspx?TermId=19141,10,19141,Updated,HighestLevelOfEducationCompleted,,
142,Highly Qualified Teacher Indicator,,An indication that the teacher has been classified as highly qualified based on assignment.,,TRUE,,https://ceds.ed.gov/CEDSElementDetails.aspx?TermId=19142,10,19142,,,HighlyQualifiedTeacherIndicator,,
143,Hire Date,,The year," month and day on which a person was hired for a position"," or consecutive positions within the same organization and job classification.",YYYY-MM-DD,FALSE,This is the Hire Date beginning consecutive employment with the current employer in the same Professional-Educational Job Classification. A person may change positions within the same organization and job classification without triggering a new hire date. For example a teacher originally hire to teach 3rd grade may be reassigned to 4th grade.  However," a change of job classifications"," e.g. from teacher to principal"," would trigger a new Hire Date.",HireDate,,
144,Hispanic or Latino Ethnicity,,An indication that the person traces his or her origin or descent to Mexico," Puerto Rico"," Cuba"," Central and South America"," and other Spanish cultures"," regardless of race.",,TRUE,K12: Use cases support Yes and No as options.  &lt;BR/&gt;&lt;BR/&gt;Postsecondary: &lt;BR/&gt;- Use cases support Yes and Not Selected as options&lt;BR/&gt;- As defined in IPEDS,HispanicOrLatinoEthnicity,,
146,Homeless Primary Nighttime Residence,,The primary nighttime residence of the person at the time the person was identified as homeless.,,TRUE,,https://ceds.ed.gov/CEDSElementDetails.aspx?TermId=19146,10,19146,,,HomelessPrimaryNighttimeResidence,,
147,Homeless Serviced Indicator,,An indication of whether homeless children and youth were served by a McKinney-Vento program  in the state.,,TRUE,,https://ceds.ed.gov/CEDSElementDetails.aspx?TermId=19147,10,19147,,,HomelessServicedIndicator,,
148,Homeless Unaccompanied Youth Status,,An indication that homeless youths were unaccompanied by parents or legal guardians.,,TRUE,,https://ceds.ed.gov/CEDSElementDetails.aspx?TermId=19148,10,19148,,,HomelessUnaccompaniedYouthStatus,,
149,Homelessness Status,,Children and youth who lack a fixed," regular"," and adequate nighttime residence. Homeless children and youth include: 1) children and youth who are sharing the housing of other persons due to loss of housing"," economic hardship"," or a similar reason; are living in motels"," hotels"," trailer parks"," or camping grounds due to the lack of alternative adequate accommodations; are living in emergency or transitional shelters; are abandoned in hospitals; or are awaiting foster care placement; 2) children and youth who have a primary nighttime residence that is a public or private place not designed for or originally used as a regular sleeping accommodation for human beings; or 3) children and youths who are living in cars"," parks",HomelessnessStatus,,
